billing_id,subscription_id,customer_id,billing_date,due_date,base_amount,additional_charges,tax_amount,total_amount,payment_amount,payment_date,payment_method,status,billing_cycle
BILL-1234589568,SUB-10001625,CUS-11104,2025-05-01,2025-05-15,106.26,0,11.55,117.81,117.81,2025-05-07,PayPal,Paid,2025-05-01
BILL-1234589569,SUB-10001625,CUS-11104,2025-06-01,2025-06-15,106.26,0,8.61,114.87,114.87,2025-06-06,Credit Card,Paid,2025-06-01
BILL-1234589570,SUB-10001626,CUS-11104,2024-01-01,2024-01-15,117.71,0,13.17,130.88,130.88,2024-01-04,PayPal,Paid,2024-01-01
BILL-1234589571,SUB-10001626,CUS-11104,2024-02-01,2024-02-15,117.71,0,10.97,128.68,128.68,2024-02-05,PayPal,Paid,2024-02-01
BILL-1234589572,SUB-10001626,CUS-11104,2024-03-01,2024-03-15,117.71,0,11.47,129.18,129.18,2024-03-04,Check,Paid,2024-03-01
BILL-1234589573,SUB-10001626,CUS-11104,2024-04-01,2024-04-15,117.71,0,11.21,128.92,128.92,2024-04-04,Check,Paid,2024-04-01
BILL-1234589574,SUB-10001626,CUS-11104,2024-05-01,2024-05-15,117.71,25.84,16.71,160.26,160.26,2024-05-13,Bank Transfer,Paid,2024-05-01
BILL-1234589575,SUB-10001626,CUS-11104,2024-06-01,2024-06-15,117.71,29.88,14.06,161.65,161.65,2024-06-16,Credit Card,Paid,2024-06-01
BILL-1234589576,SUB-10001626,CUS-11104,2024-07-01,2024-07-15,117.71,34.79,12.49,164.99,164.99,2024-07-17,Credit Card,Paid,2024-07-01
BILL-1234589577,SUB-10001626,CUS-11104,2024-08-01,2024-08-15,117.71,48.29,13.51,179.51,179.51,2024-08-09,Bank Transfer,Paid,2024-08-01
BILL-1234589578,SUB-10001626,CUS-11104,2024-09-01,2024-09-15,117.71,0,9.67,127.38,127.38,2024-09-12,Check,Paid,2024-09-01
BILL-1234589579,SUB-10001626,CUS-11104,2024-10-01,2024-10-15,117.71,0,13.67,131.38,131.38,2024-10-11,Check,Paid,2024-10-01
BILL-1234589580,SUB-10001626,CUS-11104,2024-11-01,2024-11-15,117.71,0,9.46,127.17,127.17,2024-11-18,Credit Card,Paid,2024-11-01
BILL-1234589581,SUB-10001626,CUS-11104,2024-12-01,2024-12-15,117.71,0,9.84,127.55,127.55,2024-12-04,Check,Paid,2024-12-01
BILL-1234589582,SUB-10001626,CUS-11104,2025-01-01,2025-01-15,117.71,45.63,13.8,177.14,177.14,2025-01-09,Check,Paid,2025-01-01
BILL-1234589583,SUB-10001626,CUS-11104,2025-02-01,2025-02-15,117.71,19.17,13.58,150.46,150.46,2025-02-13,Bank Transfer,Paid,2025-02-01
BILL-1234589584,SUB-10001626,CUS-11104,2025-03-01,2025-03-15,117.71,0,9.88,127.59,127.59,2025-03-14,Bank Transfer,Paid,2025-03-01
BILL-1234589585,SUB-10001626,CUS-11104,2025-04-01,2025-04-15,117.71,32.5,14.6,164.81,164.81,2025-04-14,Credit Card,Paid,2025-04-01
BILL-1234589586,SUB-10001626,CUS-11104,2025-05-01,2025-05-15,117.71,0,12.65,130.36,null,null,null,Unpaid,2025-05-01
BILL-1234589587,SUB-10001626,CUS-11104,2025-06-01,2025-06-15,117.71,0,12.61,130.32,130.32,2025-06-06,Bank Transfer,Paid,2025-06-01
BILL-1234589588,SUB-10001627,CUS-11105,2024-01-01,2024-01-15,231.77,0,26.85,258.62,258.62,2024-01-03,Check,Paid,2024-01-01
BILL-1234589589,SUB-10001627,CUS-11105,2024-02-01,2024-02-15,231.77,0,27.18,258.95,258.95,2024-02-14,Check,Paid,2024-02-01
BILL-1234589590,SUB-10001627,CUS-11105,2024-03-01,2024-03-15,231.77,0,27.68,259.45,259.45,2024-03-18,Bank Transfer,Paid,2024-03-01
BILL-1234589591,SUB-10001627,CUS-11105,2024-04-01,2024-04-15,231.77,47.08,28.78,307.63,307.63,2024-04-05,Bank Transfer,Paid,2024-04-01
BILL-1234589592,SUB-10001627,CUS-11105,2024-05-01,2024-05-15,231.77,0,23.83,255.6,100.13,2024-05-20,Check,Partial,2024-05-01
BILL-1234589593,SUB-10001627,CUS-11105,2024-06-01,2024-06-15,231.77,0,19.21,250.98,250.98,2024-06-09,Bank Transfer,Paid,2024-06-01
BILL-1234589594,SUB-10001627,CUS-11105,2024-07-01,2024-07-15,231.77,0,20.52,252.29,252.29,2024-07-15,Credit Card,Paid,2024-07-01
BILL-1234589595,SUB-10001627,CUS-11105,2024-08-01,2024-08-15,231.77,48.19,27.42,307.38,307.38,2024-08-02,Bank Transfer,Paid,2024-08-01
BILL-1234589596,SUB-10001627,CUS-11105,2024-09-01,2024-09-15,231.77,0,24.84,256.61,256.61,2024-09-15,Check,Paid,2024-09-01
BILL-1234589597,SUB-10001627,CUS-11105,2024-10-01,2024-10-15,231.77,0,24.32,256.09,256.09,2024-10-13,Credit Card,Paid,2024-10-01
BILL-1234589598,SUB-10001627,CUS-11105,2024-11-01,2024-11-15,231.77,0,25.82,257.59,257.59,2024-11-09,Bank Transfer,Paid,2024-11-01
BILL-1234589599,SUB-10001627,CUS-11105,2024-12-01,2024-12-15,231.77,0,24.32,256.09,256.09,2024-12-03,Check,Paid,2024-12-01
BILL-1234589600,SUB-10001627,CUS-11105,2025-01-01,2025-01-15,231.77,0,21.47,253.24,253.24,2025-01-31,PayPal,Late,2025-01-01
BILL-1234589601,SUB-10001627,CUS-11105,2025-02-01,2025-02-15,231.77,0,20.97,252.74,252.74,2025-02-18,Bank Transfer,Paid,2025-02-01
BILL-1234589602,SUB-10001627,CUS-11105,2025-03-01,2025-03-15,231.77,0,19.27,251.04,251.04,2025-03-07,Check,Paid,2025-03-01
BILL-1234589603,SUB-10001627,CUS-11105,2025-04-01,2025-04-15,231.77,0,19.85,251.62,251.62,2025-04-08,Bank Transfer,Paid,2025-04-01
BILL-1234589604,SUB-10001627,CUS-11105,2025-05-01,2025-05-15,231.77,0,26.14,257.91,257.91,2025-05-05,Credit Card,Paid,2025-05-01
BILL-1234589605,SUB-10001627,CUS-11105,2025-06-01,2025-06-15,231.77,0,23.97,255.74,255.74,2025-06-13,Check,Paid,2025-06-01
BILL-1234589606,SUB-10001628,CUS-11106,2024-01-01,2024-01-15,71.17,0,6.12,77.29,77.29,2024-01-06,Check,Paid,2024-01-01
BILL-1234589607,SUB-10001628,CUS-11106,2024-02-01,2024-02-15,71.17,0,6.94,78.11,78.11,2024-02-17,Check,Paid,2024-02-01
BILL-1234589608,SUB-10001628,CUS-11106,2024-03-01,2024-03-15,71.17,0,8.17,79.34,79.34,2024-03-18,Check,Paid,2024-03-01
BILL-1234589609,SUB-10001628,CUS-11106,2024-04-01,2024-04-15,71.17,0,6.17,77.34,77.34,2024-04-15,Credit Card,Paid,2024-04-01
BILL-1234589610,SUB-10001628,CUS-11106,2024-05-01,2024-05-15,71.17,0,6.52,77.69,77.69,2024-05-03,PayPal,Paid,2024-05-01
BILL-1234589611,SUB-10001628,CUS-11106,2024-06-01,2024-06-15,71.17,0,8.42,79.59,79.59,2024-06-12,Credit Card,Paid,2024-06-01
BILL-1234589612,SUB-10001628,CUS-11106,2024-07-01,2024-07-15,71.17,0,8.19,79.36,79.36,2024-07-08,Credit Card,Paid,2024-07-01
BILL-1234589613,SUB-10001628,CUS-11106,2024-08-01,2024-08-15,71.17,36.9,10.99,119.06,119.06,2024-08-12,Bank Transfer,Paid,2024-08-01
BILL-1234589614,SUB-10001628,CUS-11106,2024-09-01,2024-09-15,71.17,0,6.63,77.8,77.8,2024-09-02,PayPal,Paid,2024-09-01
BILL-1234589615,SUB-10001628,CUS-11106,2024-10-01,2024-10-15,71.17,0,6.61,77.78,77.78,2024-10-14,PayPal,Paid,2024-10-01
BILL-1234589616,SUB-10001628,CUS-11106,2024-11-01,2024-11-15,71.17,12.83,9.93,93.93,93.93,2024-11-11,PayPal,Paid,2024-11-01
BILL-1234589617,SUB-10001628,CUS-11106,2024-12-01,2024-12-15,71.17,0,7.44,78.61,78.61,2024-12-04,Bank Transfer,Paid,2024-12-01
BILL-1234589618,SUB-10001628,CUS-11106,2025-01-01,2025-01-15,71.17,0,6.15,77.32,77.32,2025-01-11,PayPal,Paid,2025-01-01
BILL-1234589619,SUB-10001628,CUS-11106,2025-02-01,2025-02-15,71.17,0,6.6,77.77,77.77,2025-02-17,Bank Transfer,Paid,2025-02-01
BILL-1234589620,SUB-10001628,CUS-11106,2025-03-01,2025-03-15,71.17,0,7.64,78.81,78.81,2025-03-15,PayPal,Paid,2025-03-01
BILL-1234589621,SUB-10001628,CUS-11106,2025-04-01,2025-04-15,71.17,0,6.62,77.79,77.79,2025-04-07,PayPal,Paid,2025-04-01
BILL-1234589622,SUB-10001628,CUS-11106,2025-05-01,2025-05-15,71.17,42.45,12.55,126.17,126.17,2025-05-14,Bank Transfer,Paid,2025-05-01
BILL-1234589623,SUB-10001628,CUS-11106,2025-06-01,2025-06-15,71.17,0,6.54,77.71,77.71,2025-06-08,Bank Transfer,Paid,2025-06-01
BILL-1234589624,SUB-10001629,CUS-11107,2025-04-01,2025-04-15,119.99,0,12.8,132.79,132.79,2025-04-13,Check,Paid,2025-04-01
BILL-1234589625,SUB-10001629,CUS-11107,2025-05-01,2025-05-15,119.99,11.54,13.45,144.98,144.98,2025-05-11,Check,Paid,2025-05-01
BILL-1234589626,SUB-10001629,CUS-11107,2025-06-01,2025-06-15,119.99,0,13.3,133.29,88.8,2025-06-25,Check,Partial,2025-06-01
BILL-1234589627,SUB-10001632,CUS-11109,2024-10-01,2024-10-15,66.77,0,7.89,74.66,74.66,2024-11-12,Bank Transfer,Late,2024-10-01
BILL-1234589628,SUB-10001632,CUS-11109,2024-11-01,2024-11-15,66.77,42.12,9.56,118.45,118.45,2024-11-05,Check,Paid,2024-11-01
BILL-1234589629,SUB-10001632,CUS-11109,2024-12-01,2024-12-15,66.77,0,6.09,72.86,72.86,2024-12-10,PayPal,Paid,2024-12-01
BILL-1234589630,SUB-10001632,CUS-11109,2025-01-01,2025-01-15,66.77,0,7.53,74.3,74.3,2025-01-02,Credit Card,Paid,2025-01-01
BILL-1234589631,SUB-10001632,CUS-11109,2025-02-01,2025-02-15,66.77,0,6.98,73.75,73.75,2025-02-05,Check,Paid,2025-02-01
BILL-1234589632,SUB-10001632,CUS-11109,2025-03-01,2025-03-15,66.77,0,7.56,74.33,74.33,2025-03-07,Check,Paid,2025-03-01
BILL-1234589633,SUB-10001632,CUS-11109,2025-04-01,2025-04-15,66.77,0,7.52,74.29,74.29,2025-04-07,Check,Paid,2025-04-01
BILL-1234589634,SUB-10001632,CUS-11109,2025-05-01,2025-05-15,66.77,0,5.47,72.24,72.24,2025-05-05,Credit Card,Paid,2025-05-01
BILL-1234589635,SUB-10001632,CUS-11109,2025-06-01,2025-06-15,66.77,0,6.63,73.4,null,null,null,Unpaid,2025-06-01
BILL-1234589636,SUB-10001633,CUS-11110,2024-01-01,2024-01-15,69.99,11.11,9.59,90.69,90.69,2024-01-09,PayPal,Paid,2024-01-01
BILL-1234589637,SUB-10001633,CUS-11110,2024-02-01,2024-02-15,69.99,11.44,8.91,90.34,90.34,2024-02-03,Credit Card,Paid,2024-02-01
BILL-1234589638,SUB-10001633,CUS-11110,2024-03-01,2024-03-15,69.99,0,7.23,77.22,77.22,2024-03-07,PayPal,Paid,2024-03-01
BILL-1234589639,SUB-10001633,CUS-11110,2024-04-01,2024-04-15,69.99,0,8.08,78.07,78.07,2024-04-07,Check,Paid,2024-04-01
BILL-1234589640,SUB-10001633,CUS-11110,2024-05-01,2024-05-15,69.99,0,6.74,76.73,76.73,2024-05-02,Bank Transfer,Paid,2024-05-01
BILL-1234589641,SUB-10001633,CUS-11110,2024-06-01,2024-06-15,69.99,21.85,9.59,101.43,101.43,2024-06-03,Check,Paid,2024-06-01
BILL-1234589642,SUB-10001633,CUS-11110,2024-07-01,2024-07-15,69.99,0,5.95,75.94,75.94,2024-07-15,Check,Paid,2024-07-01
BILL-1234589643,SUB-10001633,CUS-11110,2024-08-01,2024-08-15,69.99,0,8.14,78.13,78.13,2024-08-12,PayPal,Paid,2024-08-01
BILL-1234589644,SUB-10001633,CUS-11110,2024-09-01,2024-09-15,69.99,32.62,9.07,111.68,111.68,2024-09-15,Check,Paid,2024-09-01
BILL-1234589645,SUB-10001633,CUS-11110,2024-10-01,2024-10-15,69.99,0,7.9,77.89,77.89,2024-10-05,Check,Paid,2024-10-01
BILL-1234589646,SUB-10001633,CUS-11110,2024-11-01,2024-11-15,69.99,18.92,8.62,97.53,97.53,2024-11-06,Credit Card,Paid,2024-11-01
BILL-1234589647,SUB-10001633,CUS-11110,2024-12-01,2024-12-15,69.99,0,8.32,78.31,78.31,2024-12-07,Bank Transfer,Paid,2024-12-01
BILL-1234589648,SUB-10001633,CUS-11110,2025-01-01,2025-01-15,69.99,0,6,75.99,75.99,2025-01-13,Bank Transfer,Paid,2025-01-01
BILL-1234589649,SUB-10001633,CUS-11110,2025-02-01,2025-02-15,69.99,0,7.11,77.1,77.1,2025-02-05,Check,Paid,2025-02-01
BILL-1234589650,SUB-10001633,CUS-11110,2025-03-01,2025-03-15,69.99,29.53,8.86,108.38,108.38,2025-03-14,PayPal,Paid,2025-03-01
BILL-1234589651,SUB-10001633,CUS-11110,2025-04-01,2025-04-15,69.99,0,5.81,75.8,75.8,2025-04-13,Credit Card,Paid,2025-04-01
BILL-1234589652,SUB-10001633,CUS-11110,2025-05-01,2025-05-15,69.99,0,6.65,76.64,76.64,2025-05-03,Credit Card,Paid,2025-05-01
BILL-1234589653,SUB-10001633,CUS-11110,2025-06-01,2025-06-15,69.99,0,6.91,76.9,76.9,2025-06-09,Credit Card,Paid,2025-06-01
BILL-1234589654,SUB-10001634,CUS-11111,2024-01-01,2024-01-15,137.63,49.84,20.95,208.42,208.42,2024-01-12,PayPal,Paid,2024-01-01
BILL-1234589655,SUB-10001634,CUS-11111,2024-02-01,2024-02-15,137.63,18.11,18,173.74,173.74,2024-02-08,Bank Transfer,Paid,2024-02-01
BILL-1234589656,SUB-10001634,CUS-11111,2024-03-01,2024-03-15,137.63,0,14.09,151.72,151.72,2024-03-13,Credit Card,Paid,2024-03-01
BILL-1234589657,SUB-10001634,CUS-11111,2024-04-01,2024-04-15,137.63,0,15.43,153.06,153.06,2024-04-03,Bank Transfer,Paid,2024-04-01
BILL-1234589658,SUB-10001634,CUS-11111,2024-05-01,2024-05-15,137.63,0,12.63,150.26,150.26,2024-05-09,Bank Transfer,Paid,2024-05-01
BILL-1234589659,SUB-10001634,CUS-11111,2024-06-01,2024-06-15,137.63,0,15.21,152.84,152.84,2024-06-12,Check,Paid,2024-06-01
BILL-1234589660,SUB-10001634,CUS-11111,2024-07-01,2024-07-15,137.63,14.68,16.68,168.99,168.99,2024-07-12,Bank Transfer,Paid,2024-07-01
BILL-1234589661,SUB-10001634,CUS-11111,2024-08-01,2024-08-15,137.63,0,13.11,150.74,150.74,2024-08-15,Check,Paid,2024-08-01
BILL-1234589662,SUB-10001634,CUS-11111,2024-09-01,2024-09-15,137.63,0,12.04,149.67,149.67,2024-09-06,PayPal,Paid,2024-09-01
BILL-1234589663,SUB-10001634,CUS-11111,2024-10-01,2024-10-15,137.63,30.89,19.22,187.74,187.74,2024-10-12,Credit Card,Paid,2024-10-01
BILL-1234589664,SUB-10001634,CUS-11111,2024-11-01,2024-11-15,137.63,0,14.51,152.14,152.14,2024-11-15,Bank Transfer,Paid,2024-11-01
BILL-1234589665,SUB-10001634,CUS-11111,2024-12-01,2024-12-15,137.63,17.45,16.15,171.23,171.23,2024-12-15,Bank Transfer,Paid,2024-12-01
BILL-1234589666,SUB-10001634,CUS-11111,2025-01-01,2025-01-15,137.63,0,14.92,152.55,152.55,2025-01-11,Check,Paid,2025-01-01
BILL-1234589667,SUB-10001634,CUS-11111,2025-02-01,2025-02-15,137.63,0,11.87,149.5,149.5,2025-02-15,Bank Transfer,Paid,2025-02-01
BILL-1234589668,SUB-10001634,CUS-11111,2025-03-01,2025-03-15,137.63,0,12.9,150.53,66.92,2025-03-26,Credit Card,Partial,2025-03-01
BILL-1234589669,SUB-10001634,CUS-11111,2025-04-01,2025-04-15,137.63,0,12.4,150.03,null,null,null,Unpaid,2025-04-01
BILL-1234589670,SUB-10001634,CUS-11111,2025-05-01,2025-05-15,137.63,0,12.76,150.39,null,null,null,Unpaid,2025-05-01
BILL-1234589671,SUB-10001634,CUS-11111,2025-06-01,2025-06-15,137.63,0,12.22,149.85,null,null,null,Unpaid,2025-06-01
BILL-1234589672,SUB-10001635,CUS-11111,2024-01-01,2024-01-15,279.46,0,25.65,305.11,305.11,2024-01-15,PayPal,Paid,2024-01-01
BILL-1234589673,SUB-10001635,CUS-11111,2024-02-01,2024-02-15,279.46,0,31.88,311.34,311.34,2024-02-08,Bank Transfer,Paid,2024-02-01
BILL-1234589674,SUB-10001635,CUS-11111,2024-03-01,2024-03-15,279.46,9.37,28.35,317.18,317.18,2024-03-06,Check,Paid,2024-03-01
BILL-1234589675,SUB-10001635,CUS-11111,2024-04-01,2024-04-15,279.46,0,24.79,304.25,304.25,2024-04-05,PayPal,Paid,2024-04-01
BILL-1234589676,SUB-10001635,CUS-11111,2024-05-01,2024-05-15,279.46,0,26.84,306.3,306.3,2024-05-02,PayPal,Paid,2024-05-01
BILL-1234589677,SUB-10001635,CUS-11111,2024-06-01,2024-06-15,279.46,0,30.92,310.38,310.38,2024-06-12,Credit Card,Paid,2024-06-01
BILL-1234589678,SUB-10001635,CUS-11111,2024-07-01,2024-07-15,279.46,0,32.15,311.61,311.61,2024-07-03,PayPal,Paid,2024-07-01
BILL-1234589679,SUB-10001635,CUS-11111,2024-08-01,2024-08-15,279.46,0,32.02,311.48,311.48,2024-08-13,Credit Card,Paid,2024-08-01
BILL-1234589680,SUB-10001635,CUS-11111,2024-09-01,2024-09-15,279.46,40.41,38.11,357.98,357.98,2024-09-08,PayPal,Paid,2024-09-01
BILL-1234589681,SUB-10001635,CUS-11111,2024-10-01,2024-10-15,279.46,0,27.42,306.88,306.88,2024-10-14,PayPal,Paid,2024-10-01
BILL-1234589682,SUB-10001635,CUS-11111,2024-11-01,2024-11-15,279.46,0,29.77,309.23,309.23,2024-11-07,Bank Transfer,Paid,2024-11-01
BILL-1234589683,SUB-10001635,CUS-11111,2024-12-01,2024-12-15,279.46,22.09,32.68,334.23,334.23,2024-12-06,Bank Transfer,Paid,2024-12-01
BILL-1234589684,SUB-10001635,CUS-11111,2025-01-01,2025-01-15,279.46,0,30.47,309.93,309.93,2025-01-13,Credit Card,Paid,2025-01-01
BILL-1234589685,SUB-10001635,CUS-11111,2025-02-01,2025-02-15,279.46,0,26.32,305.78,305.78,2025-02-06,Check,Paid,2025-02-01
BILL-1234589686,SUB-10001635,CUS-11111,2025-03-01,2025-03-15,279.46,20.24,32.29,331.99,331.99,2025-03-08,Check,Paid,2025-03-01
BILL-1234589687,SUB-10001635,CUS-11111,2025-04-01,2025-04-15,279.46,19.06,28.67,327.19,327.19,2025-04-06,PayPal,Paid,2025-04-01
BILL-1234589688,SUB-10001635,CUS-11111,2025-05-01,2025-05-15,279.46,0,30.19,309.65,165,2025-05-29,PayPal,Partial,2025-05-01
BILL-1234589689,SUB-10001635,CUS-11111,2025-06-01,2025-06-15,279.46,45.18,31.82,356.46,356.46,2025-06-02,PayPal,Paid,2025-06-01
BILL-1234589690,SUB-10001637,CUS-11112,2024-01-01,2024-01-15,95.72,0,8.96,104.68,104.68,2024-01-08,PayPal,Paid,2024-01-01
BILL-1234589691,SUB-10001637,CUS-11112,2024-02-01,2024-02-15,95.72,42.93,11.13,149.78,149.78,2024-02-06,Check,Paid,2024-02-01
BILL-1234589692,SUB-10001637,CUS-11112,2024-03-01,2024-03-15,95.72,0,11,106.72,106.72,2024-03-14,Check,Paid,2024-03-01
BILL-1234589693,SUB-10001637,CUS-11112,2024-04-01,2024-04-15,95.72,0,8.03,103.75,103.75,2024-04-16,Credit Card,Paid,2024-04-01
BILL-1234589694,SUB-10001637,CUS-11112,2024-05-01,2024-05-15,95.72,0,8.51,104.23,104.23,2024-05-12,PayPal,Paid,2024-05-01
BILL-1234589695,SUB-10001637,CUS-11112,2024-06-01,2024-06-15,95.72,27.68,14.52,137.92,137.92,2024-06-18,Check,Paid,2024-06-01
BILL-1234589696,SUB-10001637,CUS-11112,2024-07-01,2024-07-15,95.72,0,11.01,106.73,106.73,2024-07-16,Bank Transfer,Paid,2024-07-01
BILL-1234589697,SUB-10001637,CUS-11112,2024-08-01,2024-08-15,95.72,37.09,15.6,148.41,148.41,2024-08-16,Check,Paid,2024-08-01
BILL-1234589698,SUB-10001637,CUS-11112,2024-09-01,2024-09-15,95.72,0,7.91,103.63,103.63,2024-09-03,PayPal,Paid,2024-09-01
BILL-1234589699,SUB-10001637,CUS-11112,2024-10-01,2024-10-15,95.72,0,10.75,106.47,106.47,2024-10-05,Credit Card,Paid,2024-10-01
BILL-1234589700,SUB-10001637,CUS-11112,2024-11-01,2024-11-15,95.72,0,11.45,107.17,107.17,2024-11-09,Check,Paid,2024-11-01
BILL-1234589701,SUB-10001637,CUS-11112,2024-12-01,2024-12-15,95.72,0,10.38,106.1,106.1,2024-12-15,Credit Card,Paid,2024-12-01
BILL-1234589702,SUB-10001637,CUS-11112,2025-01-01,2025-01-15,95.72,0,10.02,105.74,105.74,2025-01-05,PayPal,Paid,2025-01-01
BILL-1234589703,SUB-10001637,CUS-11112,2025-02-01,2025-02-15,95.72,49.24,14.68,159.64,159.64,2025-02-08,Check,Paid,2025-02-01
BILL-1234589704,SUB-10001637,CUS-11112,2025-03-01,2025-03-15,95.72,35.18,13.53,144.43,144.43,2025-03-15,Bank Transfer,Paid,2025-03-01
BILL-1234589705,SUB-10001637,CUS-11112,2025-04-01,2025-04-15,95.72,0,8.08,103.8,null,null,null,Unpaid,2025-04-01
BILL-1234589706,SUB-10001637,CUS-11112,2025-05-01,2025-05-15,95.72,0,10.08,105.8,105.8,2025-05-02,Check,Paid,2025-05-01
BILL-1234589707,SUB-10001637,CUS-11112,2025-06-01,2025-06-15,95.72,0,9.23,104.95,null,null,null,Unpaid,2025-06-01
BILL-1234589708,SUB-10001638,CUS-11113,2024-01-01,2024-01-15,69.99,0,6.04,76.03,76.03,2024-01-12,Check,Paid,2024-01-01
BILL-1234589709,SUB-10001638,CUS-11113,2024-02-01,2024-02-15,69.99,0,5.76,75.75,75.75,2024-02-06,Credit Card,Paid,2024-02-01
BILL-1234589710,SUB-10001638,CUS-11113,2024-03-01,2024-03-15,69.99,0,5.84,75.83,75.83,2024-03-11,Credit Card,Paid,2024-03-01
BILL-1234589711,SUB-10001638,CUS-11113,2024-04-01,2024-04-15,69.99,36.28,10.16,116.43,116.43,2024-04-12,PayPal,Paid,2024-04-01
BILL-1234589712,SUB-10001638,CUS-11113,2024-05-01,2024-05-15,69.99,0,5.63,75.62,75.62,2024-05-17,PayPal,Paid,2024-05-01
BILL-1234589713,SUB-10001638,CUS-11113,2024-06-01,2024-06-15,69.99,0,7.01,77,77,2024-06-09,PayPal,Paid,2024-06-01
BILL-1234589714,SUB-10001638,CUS-11113,2024-07-01,2024-07-15,69.99,0,5.7,75.69,75.69,2024-07-16,Bank Transfer,Paid,2024-07-01
BILL-1234589715,SUB-10001638,CUS-11113,2024-08-01,2024-08-15,69.99,0,7.48,77.47,77.47,2024-08-14,Bank Transfer,Paid,2024-08-01
BILL-1234589716,SUB-10001638,CUS-11113,2024-09-01,2024-09-15,69.99,0,6.52,76.51,76.51,2024-09-13,Credit Card,Paid,2024-09-01
BILL-1234589717,SUB-10001638,CUS-11113,2024-10-01,2024-10-15,69.99,0,7.91,77.9,77.9,2024-10-14,Bank Transfer,Paid,2024-10-01
BILL-1234589718,SUB-10001638,CUS-11113,2024-11-01,2024-11-15,69.99,0,6.3,76.29,76.29,2024-11-04,PayPal,Paid,2024-11-01
BILL-1234589719,SUB-10001638,CUS-11113,2024-12-01,2024-12-15,69.99,6.1,6.93,83.02,83.02,2024-12-04,Credit Card,Paid,2024-12-01
BILL-1234589720,SUB-10001638,CUS-11113,2025-01-01,2025-01-15,69.99,25.9,10.85,106.74,106.74,2025-01-14,PayPal,Paid,2025-01-01
BILL-1234589721,SUB-10001638,CUS-11113,2025-02-01,2025-02-15,69.99,0,7.77,77.76,77.76,2025-02-02,Bank Transfer,Paid,2025-02-01
BILL-1234589722,SUB-10001638,CUS-11113,2025-03-01,2025-03-15,69.99,0,8.05,78.04,78.04,2025-03-11,Bank Transfer,Paid,2025-03-01
BILL-1234589723,SUB-10001638,CUS-11113,2025-04-01,2025-04-15,69.99,0,6.54,76.53,76.53,2025-04-03,Bank Transfer,Paid,2025-04-01
BILL-1234589724,SUB-10001638,CUS-11113,2025-05-01,2025-05-15,69.99,0,8.11,78.1,78.1,2025-05-08,Check,Paid,2025-05-01
BILL-1234589725,SUB-10001638,CUS-11113,2025-06-01,2025-06-15,69.99,0,5.79,75.78,75.78,2025-06-06,Credit Card,Paid,2025-06-01
BILL-1234589726,SUB-10001639,CUS-11114,2024-01-01,2024-01-15,249.61,0,22.61,272.22,272.22,2024-01-03,Check,Paid,2024-01-01
BILL-1234589727,SUB-10001639,CUS-11114,2024-02-01,2024-02-15,249.61,0,29.5,279.11,279.11,2024-02-02,Check,Paid,2024-02-01
BILL-1234589728,SUB-10001639,CUS-11114,2024-03-01,2024-03-15,249.61,0,23.98,273.59,273.59,2024-03-05,Credit Card,Paid,2024-03-01
BILL-1234589729,SUB-10001639,CUS-11114,2024-04-01,2024-04-15,249.61,0,29.4,279.01,279.01,2024-04-07,Credit Card,Paid,2024-04-01
BILL-1234589730,SUB-10001639,CUS-11114,2024-05-01,2024-05-15,249.61,26.72,22.93,299.26,299.26,2024-05-11,PayPal,Paid,2024-05-01
BILL-1234589731,SUB-10001639,CUS-11114,2024-06-01,2024-06-15,249.61,6.65,21.69,277.95,277.95,2024-06-13,Credit Card,Paid,2024-06-01
BILL-1234589732,SUB-10001639,CUS-11114,2024-07-01,2024-07-15,249.61,30.65,31.08,311.34,311.34,2024-07-04,Credit Card,Paid,2024-07-01
BILL-1234589733,SUB-10001639,CUS-11114,2024-08-01,2024-08-15,249.61,0,20.25,269.86,269.86,2024-08-09,PayPal,Paid,2024-08-01
BILL-1234589734,SUB-10001639,CUS-11114,2024-09-01,2024-09-15,249.61,0,29.41,279.02,279.02,2024-09-08,Check,Paid,2024-09-01
BILL-1234589735,SUB-10001639,CUS-11114,2024-10-01,2024-10-15,249.61,0,21.17,270.78,270.78,2024-10-11,Bank Transfer,Paid,2024-10-01
BILL-1234589736,SUB-10001639,CUS-11114,2024-11-01,2024-11-15,249.61,8.78,21.37,279.76,279.76,2024-11-14,PayPal,Paid,2024-11-01
BILL-1234589737,SUB-10001639,CUS-11114,2024-12-01,2024-12-15,249.61,0,25.05,274.66,274.66,2024-12-14,Bank Transfer,Paid,2024-12-01
BILL-1234589738,SUB-10001639,CUS-11114,2025-01-01,2025-01-15,249.61,0,28.42,278.03,278.03,2025-01-11,Credit Card,Paid,2025-01-01
BILL-1234589739,SUB-10001639,CUS-11114,2025-02-01,2025-02-15,249.61,0,26.14,275.75,275.75,2025-02-13,Bank Transfer,Paid,2025-02-01
BILL-1234589740,SUB-10001639,CUS-11114,2025-03-01,2025-03-15,249.61,0,20.81,270.42,270.42,2025-03-16,Bank Transfer,Paid,2025-03-01
BILL-1234589741,SUB-10001639,CUS-11114,2025-04-01,2025-04-15,249.61,0,27.97,277.58,277.58,2025-04-15,PayPal,Paid,2025-04-01
BILL-1234589742,SUB-10001639,CUS-11114,2025-05-01,2025-05-15,249.61,22.22,21.87,293.7,null,null,null,Unpaid,2025-05-01
